12529	Prevotella denticola	Strain Designation: 1210	Culture col. no.: DSM 20614, ATCC 35308, NCDO 2352, CCUG 29542, JCM 13449, CIP 104478, NCTC 13067	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.51	#Host Body-Site	#Oral cavity and airways	dental plaque
12530	Prevotella disiens	Strain Designation: 1304-72B	Culture col. no.: CCUG 9558, JCM 6334, LMG 6453, CIP 105108, DSM 20516, ATCC 29426, NCTC 11157, VPI 8057	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.4	#Infection, #Host, #Host Body-Site, #Host Body-Site	#Disease, #Human, #Other, #Urogenital tract	bartholin abscess
12531	Prevotella intermedia	Strain Designation: B422	Culture col. no.: DSM 20706, ATCC 25611, KCTC 15693, CCUG 24041, JCM 7365, JCM 12248, VPI 4197, JCM 11150, BCRC 14416, CIP 103682, NCTC 13070, CIP 101222, KCTC 3692	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.433	#Host Body Product	#Fluids	empyema
12532	Prevotella oralis		Culture col. no.: CCUG 15408, JCM 12251, DSM 20702, ATCC 33269, NCTC 11459, VPI D27B-24	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.431	#Host, #Host Body-Site	#Human, #Oral cavity and airways	human peridontal pocket
12534	Prevotella melaninogenica	Strain Designation: B282	Culture col. no.: DSM 7089, ATCC 25845, JCM 6325, CCUG 4944, VPI 4196, BCRC 10622, CIP 105346, KCTC 3689, NCTC 12963, VPI 15087	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.41	#Host Body Product	#Fluids	sputum
12535	Prevotella albensis	Strain Designation: M384	Culture col. no.: CIP 105472, DSM 11370, CCUG 51935, JCM 12258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.412	#Host, #Host Body-Site	#Mammals, #Organ	sheep rumen
12536	Prevotella bryantii	Strain Designation: B14	Culture col. no.: DSM 11371, CIP 105474	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.391	#Host, #Host Body-Site, #Host Body-Site	#Mammals, #Organ, #Gastrointestinal tract	rumen of cow
12537	Prevotella nigrescens		Culture col. no.: DSM 13386, ATCC 33563, NCTC 9336, CCUG 9560, CIP 105552, JCM 12250, VPI 8944, Lambe 729-74, CIP 104835, JCM 6322, KCTC 15081	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.425	#Infection, #Host Body-Site	#Disease, #Oral cavity and airways	Vincent's gingivitis
12538	Prevotella salivae	Strain Designation: EPSA11	Culture col. no.: CCUG 51934, DSM 15606, JCM 12084, KCTC 15077	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.413	#Infection, #Infection, #Host, #Host Body-Site	#Inflammation, #Patient, #Human, #Oral cavity and airways	human oral cavity, saliva of a patient with chronic peridontitis
12539	Prevotella shahii	Strain Designation: EHS11	Culture col. no.: DSM 15611, JCM 12083, CCUG 51933, KCTC 15078	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.443	#Host, #Host Body-Site	#Human, #Oral cavity and airways	human oral cavity, saliva of a peridontally healthy subject
12540	Prevotella multiformis	Strain Designation: PPPA21	Culture col. no.: CCUG 51937, DSM 16608, JCM 12541	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.511	#Infection, #Infection, #Host Body-Site	#Inflammation, #Patient, #Oral cavity and airways	subgingival plaque of a patient with chronic periodontitis
12541	Prevotella baroniae	Strain Designation: E 9.33	Culture col. no.: DSM 16972, CCUG 50418, JCM 13447	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.52	#Infection, #Host, #Host Body-Site	#Disease, #Human, #Oral cavity and airways	Human oral cavity, exodontic infection
12542	Prevotella marshii	Strain Designation: E 934	Culture col. no.: JCM 13450, DSM 16973, CCUG 50419	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.51	#Infection, #Host, #Host Body-Site	#Disease, #Human, #Oral cavity and airways	Human oral cavity, exodontic infection
12543	Prevotella multisaccharivorax	Strain Designation: PPPA20	Culture col. no.: DSM 17128, JCM 12954, CCUG 58057, KCTC 15700	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.499	#Infection, #Host Body-Site	#Inflammation, #Oral cavity and airways	subgingival plaque, chronic periodontitis
12544	Prevotella bergensis	Strain Designation: 94067913, W3326	Culture col. no.: JCM 51224, DSM 17361, CCUG 51224, JCM 13869	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.48	#Host, #Host Body-Site, #Host Body-Site	#Human, -, #Other	soft tissue abscess, human
12547	Prevotella copri		Culture col. no.: DSM 18205, JCM 13464, CCUG 58058, CB 7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.453	#Host, #Host Body Product	#Human, #Gastrointestinal tract	human faeces
12548	Prevotella stercorea		Culture col. no.: CCUG 55595, CB 35, DSM 18206, JCM 13469, KCTC 15079	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.482	#Host, #Host Body Product	#Human, #Gastrointestinal tract	human faeces
12549	Prevotella pallens		Culture col. no.: DSM 18710, ATCC 700821, CCUG 39484, CIP 105551, NCTC 13042, AHN 10371, JCM 11140	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.374	#Host, #Host Body Product	#Human, #Oral cavity and Airways	human saliva, young child
12550	Prevotella oris		Culture col. no.: JCM 12252, DSM 18711, ATCC 33573, CCUG 15405, CIP 104480, AIP 10115, JCM 8540, NCTC 13071, VPI D1A-1A	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Free Living	False	anaerobe	0.438	#Host Body-Site	#Oral cavity and airways	gingival crevice
12551	Prevotella corporis	Strain Designation: N532-70A	Culture col. no.: DSM 18810, ATCC 33547, CIP 105107, JCM 8529, NCTC 13065, CCUG 15404, AIP 10111, VPI 9342, Lambe 532-70A	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.441	#Infection, #Infection, #Host, #Host Body-Site	#Patient, #Patient, #Human, #Urogenital tract	cervical swab
12553	Prevotella loescheii		Culture col. no.: DSM 19665, ATCC 15930, JCM 12249, NCTC 11321, CCUG 5914, Loesche strain 8B, JCM 8530, BCRC 10621, VPI 9085	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Free Living	False	anaerobe	0.466	#Host Body-Site	#Oral cavity and airways	gingival crevice
12554	Prevotella veroralis	Strain Designation: VPI D22A-7	Culture col. no.: DSM 19559, ATCC 33779, CCUG 15422, JCM 6290, BCRC 14442, VPI D22A-7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.421	#Host, #Host Body-Site, #Host Body-Site	#Human, #Oral cavity and airways, #Oral cavity and airways	human oral cavity
12555	Prevotella nanceiensis		Culture col. no.: DSM 19126, CCUG 54409, CIP 108993, JCM 15639, LBN 293, AIP 261.03, KCTC 15075	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.394	#Infection, #Host, #Host Body Product	#Patient, #Human, #Fluids	human blood culture
12556	Prevotella timonensis	Strain Designation: 4401737	Culture col. no.: JCM 50105, DSM 22865, CCUG 50105, CIP 108522, JCM 15640, KCTC 15080	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.424	#Host, #Host Body-Site, #Host Body-Site	#Human, -, #Other	human breast abscess (40-year-old woman)
12557	Prevotella maculosa	Strain Designation: W1609	Culture col. no.: DSM 19339, CCUG 54766, JCM 15638	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.48	#Host, #Host Body-Site, #Host Body-Site	#Human, #Oral cavity and airways, #Oral cavity and airways	human oral cavity
12558	Prevotella paludivivens	Strain Designation: KB7	Culture col. no.: DSM 17968, JCM 13650, KCTC 15702	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.392	#Engineered, #Environmental, #Environmental, #Host	#Agriculture, #Aquatic, #Terrestrial, #Plants	soil, flooded rice field
12559	Prevotella paludivivens	Strain Designation: A42	Culture col. no.: DSM 17969, JCM 13651	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe		#Host, #Host Body-Site	#Plants, #Plant	roots of living rice plants
12560	Prevotella histicola	Strain Designation: T05-04	Culture col. no.: DSM 19854, CCUG 55407, JCM 15637	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.43	#Host, #Host Body-Site	#Human, -	human oral squamous cell carcinoma tissue
12561	Prevotella histicola	Strain Designation: strain 8400706	Culture col. no.: DSM 21553	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe		#Host, #Host Body-Site, #Host Body-Site, #Infection	#Human, #Organ, #Other, #Patient	human brain abscess
12562	Prevotella amnii		Culture col. no.: DSM 23384, CCUG 53648, JCM 14753, KCTC 15072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.366	#Infection, #Host Body Product, #Host	#Patient, #Fluids, #Human	amniotic fluid of a 29-year-old female
12564	Prevotella micans	Strain Designation: E7.56	Culture col. no.: DSM 21469, CCUG 56105, KCTC 15163, JCM 16134	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.46	#Host, #Host Body-Site	#Human, #Oral cavity and airways	human tooth necrotic pulp
12565	Prevotella dentasini		Culture col. no.: DSM 22229, JCM 15908, NUM 1903, KCTC 15187	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	False	anaerobe	0.502	#Host, #Host Body-Site	#Mammals, #Oral cavity and airways	oral cavity of a donkey
12566	Prevotella saccharolytica	Strain Designation: D033B-12-2	Culture col. no.: DSM 22473, CCUG 57944, JCM 17484	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	Infection	anaerobe	0.44	#Infection, #Host, #Host Body-Site	#Inflammation, #Human, #Oral cavity and airways	human oral cavity, periodontal pocket in an individual with juvenile periodontitis
12567	Prevotella fusca	Strain Designation: W1435	Culture col. no.: DSM 22504, CCUG 57946, JCM 17724	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe	0.43	#Infection, #Host, #Host Body-Site	#Inflammation, #Human, #Oral cavity and airways	human oral cavity; periodontic subgingival plaque
12568	Prevotella scopos	Strain Designation: W2052	Culture col. no.: DSM 22613, CCUG 57945, JCM 17725	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Not Free Living	True	anaerobe		#Host Body-Site, #Host Body Product	#Oral cavity and airways, #Fluids	exudate associated with a failing dental implant
12569	Paraprevotella clara		Culture col. no.: DSM 19731, JCM 14859, YIT 11840	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Not Free Living	Infection	anaerobe	0.481	#Infection, #Host Body Product, #Host	#Patient, #Gastrointestinal tract, #Human	faecal sample from healthy Japanese male
12570	Paraprevotella xylaniphila		Culture col. no.: DSM 19681, JCM 14860, YIT 11841, KCTC 15152	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Not Free Living	Infection	anaerobe	0.49	#Infection, #Host Body Product, #Host	#Patient, #Gastrointestinal tract, #Human	faecal sample from healthy Japanese male
12571	Cellulosimicrobium cellulans		Culture col. no.: DSM 7461	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True			#Engineered, #Engineered, #Engineered	#Contamination, #Other, #Waste	effluents from a nickel ore dump
12572	Cellulosimicrobium cellulans		Culture col. no.: DSM 20106, ATCC 21681, NCIB 11440, JCM 6201, BCRC 11636, CGMCC 1.1938, CIP 102113, IAM 13191, IMET 10715, KCCM 11678, KCTC 3409, LMG 16238, NCIMB 11440, VKM Ac-1029	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True		0.76	#Environmental	#Terrestrial	soil
12573	Cellulosimicrobium cellulans		Culture col. no.: DSM 20155, NCIB 9097	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True		0.54	#Engineered, #Host	#Food production, #Plants	cassava fermentation
12574	Cellulosimicrobium cellulans		Culture col. no.: DSM 20424, ATCC 21606, JCM 20471, CIP 78.63, IAM 12312, IMET 10892, KCCM 11857, NCIMB 11921	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True		0.55	#Engineered	#Waste	brewery sewage
12575	Cellulosimicrobium cellulans		Culture col. no.: DSM 43879, ATCC 12830, DSM 43189, IMET 7404, NCIB 8868, CCUG 50776, CIP 103404, LMG 16221, NCIMB 8868, JCM 9965, BCRC 17274, CECT 4282, CFBP 4267, HAMBI 95, IAM 14866, IFO 15516, KCCM 40761, KCTC 1771, KCTC 3259, KCTC 3411, NBIMCC 1642, NBRC 15516, NCTC 8868, NRRL B-2768, VKM Ac-1412	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True			#Environmental	#Terrestrial	chalk soil
12576	Cellulosimicrobium cellulans		Culture col. no.: DSM 43881, IMET 7075	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True			#Engineered, #Environmental	#Biodegradation, #Terrestrial	compost soil
12577	Cellulosimicrobium cellulans	Strain Designation: 1a(3), 24 Foal Blackwell, B10, FT 55-75, Gdf M292, Gdf N27, Gdf N667, Gdf N886, Gdf R56, Hirsch 208, KC 1356, LL 17-11, N 206	Culture col. no.: DSM 46029, ATCC 27404, IMET 7382	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True			#Environmental	#Terrestrial	soil
12578	Cellulosimicrobium cellulans	Strain Designation: LL G-62	Culture col. no.: DSM 46030, ATCC 27402, CECT 3050, CIP 81.28, IMET 7383, IMRU 3959, JCM 3164, KCC A-0164, NCIB 11025, CGMCC 1.2019, CGMCC 4.1492, IFO 16148, KCTC 9085, LMG 16121, NBRC 16148, NCIMB 11025, NRRL B-16088, PCM 2385	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True		0.742	#Engineered	-	aluminium hydroxide gel antacid
12579	Cellulosimicrobium cellulans	Strain Designation: LL Y 13-4, LL Y13-4	Culture col. no.: DSM 46031, ATCC 27401, IMET 7384	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Not Free Living	True			#Environmental	#Terrestrial	soil
12583	Isoptericola variabilis	Strain Designation: MX5	Culture col. no.: DSM 10177, ATCC BAA 303, CIP 109082, JCM 11754, KCTC 9985, NBRC 104115	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Not Free Living	False		0.7	#Host, #Host Body-Site	#Arthropoda, #Gastrointestinal tract	hindgut of termite Mastotermes darwiniensis
12601	Promicromonospora sukumoe		Culture col. no.: DSM 44121, IFO 14650, JCM 6845, NBRC 14650, VKM Ac-1966	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	Free Living	False			#Environmental	#Terrestrial	soil
12615	Microlunatus spumicola	Strain Designation: J14	Culture col. no.: DSM 21308, ACM 5121, JCM 16540, Ben 107, CIP 107258, KACC 14247	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Free Living	False		0.69	#Engineered, #Engineered	#Waste, #Waste	activated sludge, sewage treatment plant
12620	Granulicoccus phenolivorans	Strain Designation: PG-02	Culture col. no.: DSM 17626, ATCC BAA 1292, CIP 109593, JCM 15570, NBRC 107789	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Granulicoccus	Free Living	False	facultative anaerobe	0.69	#Engineered	#Waste	aerobic granules, bioremidation of phenolic wastewater
12625	Microlunatus phosphovorus	Strain Designation: NM-1	Culture col. no.: DSM 10555, JCM 9379, ATCC 700054, CIP 104466, FERM P-9771, HAMBI 2303, KCTC 9798, LMG 18116, NBRC 101784, NCIMB 13414, VKM Ac-1990	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Free Living	False		0.68	#Engineered	#Waste	activated sludge
12642	Propionibacterium freudenreichii	Strain Designation: 53-W (Hitchner No. 33)	Culture col. no.: CCUG 7433, DSM 20271, ATCC 6207, CCM 1857, NCDO 564, NCIB 5959, NCTC 10470	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Free Living	False	anaerobe	0.64	#Engineered	#Food production	swiss cheese
12644	Propionibacterium freudenreichii		Culture col. no.: DSM 20270	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Free Living	False	anaerobe		#Engineered	#Food production	cheese
12659	Propionibacterium acidifaciens	Strain Designation: C3M-31, C3M_31	Culture col. no.: DSM 21887, CCUG 57100, CIP 110570, JCM 16571	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Not Free Living	True	anaerobe	0.7	#Host, #Host Body-Site, #Host Body-Site	#Human, #Oral cavity and airways, #Other	human oral cavity from middle depth of carious lesion
12663	Propionimicrobium lymphophilum	Strain Designation: VPI 7625B	Culture col. no.: CCUG 27816, NCTC 11866, LMG 16728, DSM 4903, ATCC 27520, JCM 5829, CIP 103263, NCIMB 702587, VPI 7625B	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionimicrobium	Free Living	False	anaerobe	0.54	#Host Body-Site	#Oral cavity and airways	submaxillary tissue
12670	Propionicicella superfundia	Strain Designation: BL-10	Culture col. no.: DSM 22317, ATCC BAA 1218, LMG 23096, JCM 14922	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicicella	Free Living	False	anaerobe	0.699	#Engineered, #Environmental	#Contamination, #Aquatic	groundwater contaminated by chlorosolvents and petroleum hydrocarbons
12671	Aestuariimicrobium kwangyangense	Strain Designation: R27	Culture col. no.: DSM 21549, JCM 14204, KCTC 19182, CIP 109737	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Aestuariimicrobium	Free Living	False	aerobe	0.688	#Engineered, #Environmental, #Environmental	#Contamination, #Aquatic, #Terrestrial	oil-contaminated tidal flat sediment
12675	Algicola sagamiensis	Strain Designation: B-10-31	Culture col. no.: DSM 14643, JCM 11461, CIP 108220	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Algicola	Free Living	False		0.42	#Environmental	#Aquatic	neritic sea water
12677	Pseudoalteromonas citrea		Culture col. no.: DSM 8771, ATCC 29719, DSM 6058, NCMB 1889	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False			#Environmental	#Aquatic	seawater
12680	Pseudoalteromonas luteoviolacea	Strain Designation: CH 130	Culture col. no.: DSM 6061, ATCC 33492, NCIMB 1893, JCM 21275, CIP 103718, IAM 14710, LMG 2871, NBRC 103183	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False			#Environmental, #Environmental	#Aquatic, #Aquatic	surface seawater
12681	Pseudoalteromonas rubra	Strain Designation: Cerbom 18	Culture col. no.: DSM 6842, ATCC 29570, LMG 2876, NCIMB 1890	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False			#Environmental, #Environmental	#Aquatic, #Aquatic	surface seawater
12682	Pseudoalteromonas undina	Strain Designation: 272	Culture col. no.: DSM 6065, ATCC 29660, JCM 20773, CCUG 16141, CIP 104109, IAM 12922, LMG 2880, NBRC 103039, NCIMB 2128	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False			#Environmental	#Aquatic	seawater
12688	Pseudoalteromonas tunicata	Strain Designation: D2	Culture col. no.: DSM 14096, CCUG 26757	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Not Free Living	False		0.42	#Host	#Invertebrates (Other)	adult tunicate Ciona intestinalis
12690	Pseudoalteromonas flavipulchra		Culture col. no.: DSM 14401, KMM 3630, LMG 20361, NCIMB 2033	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False		0.417	#Environmental	#Aquatic	seawater
12691	Pseudoalteromonas translucida		Culture col. no.: DSM 14402, ATCC BAA 315, KMM 520, LMG 19696	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False		0.463	#Environmental	#Aquatic	sea water
12693	Pseudoalteromonas agarivorans		Culture col. no.: DSM 14585, CIP 108357, KMM 255	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Not Free Living	False			#Environmental, #Host	#Aquatic, #Invertebrates (Other)	ascidian Polysyncraton sp.
12698	Pseudoalteromonas spiralis	Strain Designation: Te-2-2	Culture col. no.: DSM 16099, VKM B-2383	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False		0.396	#Environmental, #Environmental, #Condition	#Aquatic, #Aquatic, #Thermophilic (>45C)	near deep ocean hydrothermal vent
12700	Pseudoalteromonas marina	Strain Designation: mano4, 31.101	Culture col. no.: DSM 17587, KCTC 12242	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False	aerobe	0.412	#Environmental, #Environmental	#Terrestrial, #Terrestrial	tidal flat sediment
12701	Pseudoalteromonas arctica	Strain Designation: A 37-1-2	Culture col. no.: DSM 18437, LMG 23753	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Free Living	False	aerobe	0.39	#Environmental, #Condition, #Climate	#Aquatic, #Psychrophilic (<10C), #Cold	arctic seawater
12740	Azotobacter vinelandii	Strain Designation: 73	Culture col. no.: DSM 332	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Free Living	False		0.663	#Environmental	#Aquatic	lake water
12743	Azotobacter vinelandii	Strain Designation: 1610	Culture col. no.: DSM 389, IMG 1610	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Free Living	False		0.668	#Environmental	#Aquatic	dirty lake water
12744	Azotobacter vinelandii	Strain Designation: W2	Culture col. no.: DSM 390	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Free Living	False			#Environmental	#Terrestrial	soil
12748	Azotobacter vinelandii	Strain Designation: 135	Culture col. no.: DSM 720, ATCC 17962, BKM B-547, VKM B-547	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Free Living	False		0.656	#Environmental	#Aquatic	water
12752	Azotobacter vinelandii	Strain Designation: 1484, Claus 1484T	Culture col. no.: DSM 86	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Not Free Living	False		0.663	#Host	#Microbial	derived from DSM 85
12753	Azotobacter vinelandii	Strain Designation: 3a, Johnstone 3a	Culture col. no.: DSM 87, ATCC 12837, NCIB 8789	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Free Living	False		0.665	#Engineered, #Environmental	#Agriculture, #Terrestrial	field soil
12754	Azotobacter vinelandii	Strain Designation: 93-541b	Culture col. no.: DSM 13529	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Free Living	False			#Environmental	#Terrestrial	soil
12758	Pseudomonas aeruginosa	Strain Designation: PRD-10	Culture col. no.: DSM 939, ATCC 15442, NCIB 10421, CCUG 2080, IFO 13736, CIP 103467	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Not Free Living	True			#Engineered, #Environmental, #Host	-, #Aquatic, -	animal room water bottle
12759	Pseudomonas aeruginosa	Strain Designation: Boston 41501	Culture col. no.: DSM 1117, ATCC 27853, CCM 3955, CCUG 17619, CECT 108, CIP 76.110, JCM 6119, LMG 6395, NCIMB 12469, WDCM 00025, UCCCB116	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Not Free Living	True	aerobe	0.668	#Infection, #Host Body Product	#Patient, #Fluids	blood culture
12760	Pseudomonas aeruginosa	Strain Designation: PA7	Culture col. no.: DSM 1128, ATCC 9027, CIP 82.118, DSM 1385, WDCM 00026, CCUG 22801, CCM 1961, IAM 10374, IFO 13275, JCM 23217, BUCSAV 278, IAM 13074, JCM 14171, NBRC 13275, NCIMB 8626, NRRL B-800	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Not Free Living	True			#Infection, #Host Body-Site	#Disease, #Organ	outer ear infection
12762	Pseudomonas aeruginosa		Culture col. no.: DSM 1299, ATCC 23389, NCTC 10701	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Not Free Living	True			#Host Body Product	#Fluids	sputum
